epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3999,,,,,,47.33,7.3,548,4000,0.9
109,435900,184.761960,181.702618,-64.519652,58.5679,58.5614,337.5750,350.4880,1.5675,166.19,20.1,205,436000,59.3
110,439900,,,,,,,,,169.63,20.4,189,440000,59.5
111,443900,188.064504,184.368539,-65.537899,59.3163,59.3057,431.0355,434.3661,1.2577,157.13,19.1,211,444000,60.1
112,447900,187.838758,184.050076,-66.006069,59.8734,59.8770,350.0717,362.6521,1.7453,158.70,19.3,209,448000,60.6
113,451900,194.941292,190.623879,-65.978322,60.1520,60.1489,398.3419,410.0481,1.2186,150.87,18.4,216,452000,61.2
114,455900,197.043336,193.554955,-66.889476,60.7091,60.7349,421.4760,443.1653,0.9559,165.41,20.0,199,456000,61.8
115,459900,,,,,,,,,172.51,20.7,189,460000,62.0
116,463900,200.005889,195.204149,-67.569579,61.2766,61.2556,398.3875,418.5255,1.7419,169.78,20.4,196,464000,62.6
117,467900,197.038827,192.998139,-68.152496,62.1041,62.1023,354.9412,400.6155,1.1153,171.59,20.6,192,468000,63.2
118,471900,201.965457,198.116091,-68.861463,62.6667,62.6683,353.7713,394.0973,0.8956,185.93,22.2,185,472000,63.8
119,475900,206.844165,202.633485,-69.224052,62.9860,62.9815,372.3999,393.5292,1.5516,187.27,22.3,177,476000,64.4
120,479900,,,,,,,,,192.62,22.9,167,480000,64.6
121,483900,207.568595,202.351565,-70.219103,63.8370,63.8403,388.1553,422.2168,1.0983,190.03,22.6,187,484000,65.2
122,487900,208.465644,203.298549,-70.505609,64.1442,64.1464,409.8399,443.8633,1.7587,191.09,22.7,168,488000,65.8
123,491900,215.849035,210.054901,-70.971012,64.6994,64.6965,468.2985,482.0573,1.8511,192.42,22.9,174,492000,66.4
124,495900,215.592317,209.639245,-71.961568,65.3609,65.3604,437.9040,462.3960,1.7794,197.02,23.4,175,496000,67.0
125,499900,,,,,,,,,196.74,23.3,173,500000,67.2
126,503900,219.623144,214.038624,-72.339458,65.8225,65.8180,446.4549,480.6900,1.3376,203.62,24.1,158,504000,67.9
127,507900,218.728760,212.132476,-73.122132,66.6364,66.6460,465.3820,484.3408,2.2273,200.53,23.7,174,508000,68.4
128,511900,218.616541,211.811490,-73.356271,67.0212,67.0129,453.7414,480.4919,1.7095,198.83,23.6,164,512000,69.1
129,515900,219.065334,212.081329,-73.924815,67.6575,67.6573,414.8636,446.4157,2.1063,196.76,23.3,177,516000,69.7
130,519900,,,,,,,,,199.49,23.6,164,520000,69.9
131,523900,225.029688,218.158219,-74.647573,68.2101,68.2174,466.9053,502.3712,2.8302,194.22,23.1,183,524000,70.5
132,527900,222.624482,214.886544,-74.994318,68.6828,68.6598,440.2464,478.5191,1.4585,201.33,23.8,166,528000,71.1
133,531900,231.792315,223.489494,-75.672141,69.1625,69.1702,471.2173,492.5722,2.7842,199.49,23.6,172,532000,71.7
134,535900,230.318510,222.301566,-76.008672,69.7229,69.7192,527.2079,567.0108,3.8906,191.90,22.8,174,536000,72.3
135,539900,,,,,,,,,194.82,23.1,163,540000,72.5
136,543900,233.358958,225.259775,-76.513536,70.0678,70.0835,493.5925,496.8133,2.5359,209.87,24.7,167,544000,73.1
137,547900,230.248412,221.691462,-77.031055,70.4827,70.4775,487.5811,511.6790,1.8185,202.94,24.0,162,548000,73.7
138,551900,232.427439,223.682706,-77.386265,71.0496,71.0447,470.6850,506.5055,2.5436,208.68,24.6,172,552000,74.3
139,555900,240.024971,230.917340,-77.911467,71.7016,71.7123,633.3087,658.1114,2.8573,192.43,22.9,170,556000,74.9
140,559900,,,,,,,,,210.76,24.8,158,560000,75.0
141,563900,238.397818,227.804357,-78.364956,72.1412,72.1342,568.5659,585.3852,3.4824,204.83,24.2,167,564000,75.7
142,567900,243.383470,234.096166,-78.948705,72.3441,72.3454,559.7868,600.7225,3.3180,204.77,24.2,164,568000,76.3
143,571900,243.341117,232.201913,-79.585515,73.1522,73.1372,520.5094,558.0260,3.5295,213.17,25.1,165,572000,76.9
144,575900,249.530079,237.585266,-80.179348,73.6883,73.6944,626.2989,617.2316,5.5282,214.92,25.3,158,576000,77.5
145,579900,,,,,,,,,209.85,24.7,155,580000,77.7
146,583900,250.095210,238.517345,-80.333984,74.1844,74.1953,595.2214,633.3088,5.3999,209.47,24.7,164,584000,78.3
147,587900,250.386211,239.073637,-81.424656,74.7640,74.7573,555.5984,610.3244,2.1741,217.42,25.6,150,588000,78.9
148,591900,250.142792,236.884331,-81.334802,75.1023,75.1168,554.3405,597.6293,3.4691,221.71,26.0,157,592000,79.6
149,595900,253.681978,240.971220,-82.080128,75.5758,75.5686,534.8838,591.8799,2.1726,219.64,25.8,149,596000,80.1
150,599900,,,,,,,,,237.17,27.7,149,600000,80.3
151,603900,250.900681,239.062170,-82.881157,76.3569,76.3489,575.9125,637.6411,4.2849,221.26,26.0,155,604000,81.0
152,607900,262.293868,250.193513,-83.048420,76.7263,76.7281,622.0240,690.7481,3.1595,222.76,26.1,147,608000,81.6
153,611900,260.196183,248.018976,-83.388722,77.0423,77.0495,597.2707,656.6444,7.1760,225.67,26.4,157,612000,82.2
154,615900,252.166672,239.458209,-83.968660,77.9364,77.9382,565.7774,630.9847,3.5926,238.55,27.8,142,616000,82.8
155,619900,,,,,,,,,238.29,27.8,143,620000,83.0
