epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,0,0,4000,0.4,,,
2,7900,,,,,,,,,0,0,8000,0.9,,,
3,11900,105.302996,-53.513188,53.3325,241.0225,0.0003,0.0000,,,0,0,12000,3.0,,,
134,535900,362.423619,372.410353,-540.712261,537.3174,537.3293,10750.4752,16343.5295,0.0000,0.0000,,,0,0,536000,126.4,0.046662,0.042187,0.002238
135,539900,,,,,,,,,,,,0,0,540000,127.0,,,
136,543900,410.970293,414.977082,-548.718977,543.3494,543.3582,11924.1271,14499.3029,0.0000,0.0000,,,0,0,544000,128.1,0.036749,0.033207,0.001771
137,547900,377.127137,380.904047,-549.186782,543.4864,543.4895,16284.7740,18695.8053,0.0000,0.0000,,,0,0,548000,129.2,0.027746,0.025086,0.001330
138,551900,324.557042,322.810818,-548.751040,545.5866,545.5964,13079.7855,11852.3127,0.0000,0.0000,,,0,0,552000,130.2,0.013460,0.012205,0.000628
139,555900,435.027611,427.692570,-554.507075,552.1384,552.0337,14898.0645,14736.3571,0.0000,0.0000,,,0,0,556000,131.3,0.020209,0.018336,0.000936
140,559900,,,,,,,,,,,,0,0,560000,132.0,,,
141,563900,313.143329,317.543652,-556.191765,553.4287,553.5158,8587.7387,12894.1784,0.0000,0.0000,,,0,0,564000,133.1,0.019346,0.017759,0.000793
142,567900,419.741808,418.653043,-564.374243,557.9363,557.9144,12424.3574,14819.5976,0.0000,0.0000,,,0,0,568000,134.1,0.027374,0.024713,0.001330
143,571900,457.542577,455.530952,-564.485842,560.0512,560.0763,15129.4884,16084.6362,0.0000,0.0000,,,0,0,572000,135.2,0.018238,0.015920,0.001159
144,575900,362.768311,363.087819,-572.853020,567.8038,567.8485,15980.1439,17294.5775,0.0000,0.0000,,,0,0,576000,136.3,0.019053,0.016575,0.001239
145,579900,,,,,,,,,,,,0,0,580000,136.9,,,
146,583900,365.147903,366.209133,-578.091682,573.2373,573.1889,13400.5110,14214.8843,0.0000,0.0000,,,0,0,584000,138.0,0.005305,0.004376,0.000465
147,587900,310.180277,306.282580,-576.642451,572.8153,572.8333,9504.6425,10660.7037,0.0000,0.0000,,,0,0,588000,139.1,0.002524,0.002081,0.000222
148,591900,444.996701,444.816079,-585.648979,579.4603,579.4421,13157.8421,15197.5809,0.0000,0.0000,,,0,0,592000,140.1,0.002166,0.002033,0.000066
149,595900,427.938499,419.992063,-585.997874,582.4529,582.4499,13599.4884,13651.6919,0.0000,0.0000,,,0,0,596000,141.2,0.003039,0.002466,0.000286
150,599900,,,,,,,,,,,,0,0,600000,141.8,,,
151,603900,482.823760,478.863670,-589.528521,586.3835,586.3950,10943.6156,11849.7634,0.0000,0.0000,48294.89,1001.0,100,46,604000,142.9,0.006721,0.006254,0.000233
152,607900,501.810269,503.505104,-602.456174,598.1469,598.1677,12817.5049,16019.0876,0.0000,0.0000,,,0,0,608000,143.9,0.323801,0.299896,0.011952
153,611900,469.368666,465.520378,-609.496790,605.3476,605.3723,9892.7696,9251.1048,0.0000,0.0000,,,0,0,612000,144.9,0.205378,0.185674,0.009852
154,615900,464.759247,455.278385,-614.138936,610.4389,610.4151,15676.5222,15515.5131,0.0000,0.0000,,,0,0,616000,146.0,0.074840,0.066694,0.004073
155,619900,,,,,,,,,,,,0,0,620000,146.7,,,
156,623900,439.275747,438.568333,-617.758064,612.8480,612.9298,13658.0551,14865.9523,0.0000,0.0000,,,0,0,624000,147.7,0.067453,0.061063,0.003195
157,627900,576.244792,570.752250,-621.940845,616.7737,616.7473,17778.9952,19511.9684,0.0000,0.0000,,,0,0,628000,148.8,0.089114,0.079535,0.004790
158,631900,580.601608,571.798997,-624.557375,617.5700,617.5694,19207.2216,16677.5289,0.0000,0.0000,,,0,0,632000,149.9,0.026452,0.023561,0.001446
159,635900,547.050713,550.757538,-628.886299,623.0753,623.0603,15789.9953,19486.4677,0.0000,0.0000,,,0,0,636000,150.9,0.030185,0.027099,0.001543
160,639900,,,,,,,,,,,,0,0,640000,151.6,,,
161,643900,662.916182,666.576658,-631.078982,624.2610,624.2829,13958.6987,17190.0103,0.0000,0.0000,,,0,0,644000,152.7,0.042463,0.038725,0.001869
162,647900,580.956782,576.515422,-633.462942,628.8086,628.6892,17001.2817,18549.8967,0.0000,0.0000,,,0,0,648000,153.8,0.038621,0.035348,0.001636
163,651900,641.388739,645.607168,-636.036541,631.7688,631.8021,13788.7504,17251.4181,0.0000,0.0000,,,0,0,652000,154.8,0.018843,0.017091,0.000876
164,655900,582.786973,585.730389,-645.101526,638.6390,638.7186,19389.4146,21752.2595,0.0000,0.0000,,,0,0,656000,155.9,0.029191,0.026640,0.001276
165,659900,,,,,,,,,,,,0,0,660000,156.6,,,
166,663900,512.729223,520.942132,-643.578606,638.5016,638.4142,17679.8995,21869.8466,0.0000,0.0000,,,0,0,664000,157.6,0.075410,0.069248,0.003081
167,667900,482.817240,481.267568,-650.544585,642.0833,642.0990,12952.5570,12657.6935,0.0000,0.0000,,,0,0,668000,158.7,0.035540,0.032241,0.001649
168,671900,534.996494,534.141263,-655.959888,646.7505,646.7673,12705.3545,15537.0120,0.0000,0.0000,,,0,0,672000,159.8,0.006015,0.005389,0.000313
169,675900,688.173712,686.213528,-659.130664,652.1255,652.1251,15550.7992,16552.2127,0.0000,0.0000,,,0,0,676000,160.8,0.006180,0.005497,0.000341
